Date,Time,Open,High,Low,Close,Volume
2023-4-24,19:55,80296.0,80300.0,80296.0,80297.0,53.0
2023-4-24,19:50,80302.0,80304.0,80293.0,80296.0,237.0
2023-4-24,19:45,80296.0,80324.0,80293.0,80304.0,288.0
2023-4-24,19:40,80300.0,80312.0,80293.0,80296.0,275.0
2023-4-24,19:35,80300.0,80311.0,80292.0,80301.0,143.0
2023-4-24,19:30,80302.0,80313.0,80295.0,80300.0,208.0
2023-4-24,19:25,80303.0,80311.0,80297.0,80302.0,160.0
2023-4-24,19:20,80309.0,80312.0,80294.0,80312.0,300.0
2023-4-24,19:15,80294.0,80343.0,80291.0,80309.0,264.0
2023-4-24,19:10,80323.0,80351.0,80281.0,80295.0,672.0
2023-4-24,19:5,80369.0,80369.0,80305.0,80315.0,635.0
2023-4-24,18:45,80368.0,80369.0,80307.0,80320.0,1351.0
2023-4-24,18:40,80337.0,80396.0,80336.0,80369.0,3867.0
2023-4-24,18:35,80322.0,80348.0,80304.0,80336.0,2862.0
2023-4-24,18:30,80283.0,80338.0,80277.0,80322.0,3208.0
2023-4-24,18:25,80301.0,80315.0,80271.0,80278.0,2085.0
2023-4-24,18:20,80214.0,80309.0,80214.0,80301.0,3462.0
2023-4-24,18:15,80231.0,80261.0,80206.0,80214.0,1254.0
2023-4-24,18:10,80165.0,80261.0,80162.0,80230.0,4916.0
2023-4-24,18:5,80220.0,80235.0,80164.0,80165.0,5845.0
2023-4-24,18:0,80244.0,80262.0,80210.0,80220.0,11311.0
2023-4-24,17:55,80292.0,80292.0,80226.0,80245.0,5994.0
2023-4-24,17:50,80299.0,80304.0,80271.0,80291.0,1979.0
2023-4-24,17:45,80363.0,80365.0,80268.0,80299.0,6003.0
2023-4-24,17:40,80378.0,80388.0,80350.0,80364.0,2094.0
2023-4-24,17:35,80308.0,80423.0,80285.0,80373.0,12380.0
2023-4-24,17:30,80322.0,80323.0,80274.0,80310.0,1617.0
2023-4-24,17:25,80304.0,80337.0,80299.0,80326.0,3728.0
2023-4-24,17:20,80287.0,80305.0,80260.0,80304.0,2552.0
2023-4-24,17:15,80303.0,80305.0,80279.0,80292.0,1690.0
2023-4-24,17:10,80260.0,80304.0,80256.0,80301.0,2543.0
2023-4-24,17:5,80304.0,80304.0,80258.0,80259.0,1862.0
2023-4-24,17:0,80319.0,80322.0,80292.0,80304.0,1979.0
2023-4-24,16:55,80329.0,80330.0,80311.0,80317.0,1336.0
2023-4-24,16:50,80309.0,80330.0,80301.0,80329.0,1463.0
2023-4-24,16:45,80330.0,80330.0,80304.0,80309.0,2037.0
2023-4-24,16:40,80305.0,80330.0,80297.0,80330.0,4229.0
2023-4-24,16:35,80306.0,80327.0,80255.0,80305.0,4623.0
2023-4-24,16:30,80286.0,80360.0,80284.0,80308.0,6294.0
2023-4-24,16:25,80270.0,80287.0,80245.0,80286.0,4612.0
2023-4-24,16:20,80267.0,80270.0,80262.0,80270.0,4410.0
2023-4-24,16:15,80231.0,80297.0,80223.0,80268.0,5051.0
2023-4-24,16:10,80233.0,80234.0,80155.0,80232.0,6846.0
2023-4-24,16:5,80238.0,80250.0,80225.0,80232.0,3481.0
2023-4-24,16:0,80237.0,80263.0,80232.0,80239.0,2119.0
2023-4-24,15:55,80241.0,80265.0,80225.0,80240.0,3554.0
2023-4-24,15:50,80264.0,80276.0,80231.0,80241.0,2105.0
2023-4-24,15:45,80310.0,80324.0,80265.0,80265.0,1949.0
2023-4-24,15:40,80285.0,80310.0,80254.0,80309.0,1247.0
2023-4-24,15:35,80283.0,80309.0,80263.0,80286.0,1587.0
2023-4-24,15:30,80260.0,80313.0,80247.0,80284.0,2596.0
2023-4-24,15:25,80329.0,80330.0,80237.0,80257.0,4439.0
2023-4-24,15:20,80329.0,80330.0,80320.0,80328.0,1215.0
2023-4-24,15:15,80328.0,80330.0,80317.0,80330.0,1998.0
2023-4-24,15:10,80324.0,80330.0,80320.0,80328.0,959.0
2023-4-24,15:5,80322.0,80330.0,80321.0,80324.0,3170.0
2023-4-24,15:0,80272.0,80335.0,80271.0,80322.0,4943.0
2023-4-24,14:55,80270.0,80293.0,80262.0,80273.0,4341.0
2023-4-24,14:50,80250.0,80270.0,80235.0,80267.0,3622.0
2023-4-24,14:45,80268.0,80270.0,80233.0,80250.0,2799.0
2023-4-24,14:40,80262.0,80270.0,80254.0,80267.0,2149.0
2023-4-24,14:35,80264.0,80264.0,80232.0,80263.0,1803.0
2023-4-24,14:30,80269.0,80270.0,80252.0,80263.0,1011.0
2023-4-24,14:25,80249.0,80270.0,80225.0,80270.0,3419.0
2023-4-24,14:20,80292.0,80298.0,80241.0,80242.0,1286.0
2023-4-24,14:15,80287.0,80300.0,80269.0,80290.0,1672.0
2023-4-24,14:10,80288.0,80300.0,80275.0,80284.0,4539.0
2023-4-24,14:5,80292.0,80300.0,80263.0,80293.0,4239.0
2023-4-24,13:55,80220.0,80297.0,80220.0,80297.0,6526.0
2023-4-24,13:50,80221.0,80240.0,80202.0,80225.0,4598.0
2023-4-24,13:45,80232.0,80240.0,80191.0,80218.0,10089.0
2023-4-24,13:40,80259.0,80278.0,80220.0,80236.0,5541.0
2023-4-24,13:35,80274.0,80287.0,80213.0,80258.0,5765.0
2023-4-24,13:30,80320.0,80326.0,80248.0,80268.0,13055.0
2023-4-24,13:25,80393.0,80420.0,80311.0,80318.0,9470.0
2023-4-24,13:20,80425.0,80464.0,80360.0,80394.0,36981.0
2023-4-24,13:15,80344.0,80434.0,80333.0,80423.0,7659.0
